invoice_and_item_number,date,store_number,store_name,address,city,zip_code,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-09127800021,2017-12-11,2505,HY-VEE WINE AND SPIRITS / BOONE,1111  8TH ST,BOONE,50036,8,BOONE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26824,JACK DANIELS OLD #7 BLACK LBL SQUARE,24,375,7.5,11.25,5,56.25,1.88,0.5
S31735300018,2016-04-12,4461,QUIK TRIP #503 / WINDSOR HEIGHTS,7220 HICKMAN RD,WINDSOR HEIGHTS,50324,77,POLK,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26824,JACK DANIELS OLD #7 BLACK LBL SQUARE,24,375,6.77,10.16,5,50.8,1.88,0.5
S19947600033,2014-07-07,2459,REINHART FOODS,200 STATE PO BOX 98,GUTHRIE CENTER,50115,39,GUTHRIE,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26824,JACK DANIELS OLD #7 BLACK LBL SQUARE,24,375,6.77,10.16,5,50.8,1.88,0.5
S25234000061,2015-04-22,3890,SMOKIN' JOE'S #7 TOBACCO AND LIQUOR,904  1ST AVE NW,CEDAR RAPIDS,52405,57,LINN,1011300.0,TENNESSEE WHISKIES,85,BROWN-FORMAN CORPORATION,26824,JACK DANIELS OLD #7 BLACK LBL SQUARE,24,375,6.77,10.16,5,50.8,1.88,0.5
INV-02357800006,2016-12-23,5035,CASEY'S GENERAL STORE #3205 / COUNCI,19900 VIRGINIA HILLS RD,COUNCIL BLUFFS,51503,78,POTTAWATTAMIE,1041100.0,AMERICAN DRY GINS,297,LAIRD & COMPANY,29994,FIVE O'CLOCK GIN,24,375,1.99,2.99,5,14.95,1.88,0.5
S16997400034,2014-01-22,4955,CENEX AMPRIDE,504 1ST ST SW,MASON CITY,50401,17,CERRO GORDO,1041100.0,AMERICAN DRY GINS,205,E AND J GALLO WINERY,31474,NEW AMSTERDAM GIN,24,375,3.5,5.25,5,26.25,1.88,0.5
INV-04860500078,2017-05-10,5172,UPTOWN LIQUOR & TOBACCO,2000 WILLEY BLVD SW,CEDAR RAPIDS,52404,57,LINN,1041100.0,AMERICAN DRY GINS,205,E & J GALLO WINERY,31474,NEW AMSTERDAM GIN,24,375,3.5,5.25,5,26.25,1.88,0.5
S17386200145,2014-02-13,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,23,CLINTON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,5,25.45,1.88,0.5
INV-09354200027,2017-12-20,4428,KUM & GO #200 / AMES,4510 MORTENSEN RD,AMES,50014,85,STORY,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,5,25.45,1.88,0.5
S19441300025,2014-06-10,4634,KWIK SHOP #565 / CEDAR RAPIDS,"4201, CENTER POINT RD NE",CEDAR RAPIDS,52402,57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,5,25.45,1.88,0.5
S06966400035,2012-08-07,4012,FAST MART,1401 BUCHANAN ST,DES MOINES,50316,77,POLK,1032080.0,IMPORTED VODKAS,370,PERNOD RICARD USA/AUSTIN NICHOLS,34004,ABSOLUT SWEDISH VODKA 80 PRF,24,375,6.5,9.74,5,48.7,1.88,0.5
S32286800024,2016-05-12,3993,NEW STAR LIQUOR / W 4TH S / WATERLOO,1625 WEST 4TH ST,WATERLOO,50701,7,BLACK HAWK,1032080.0,IMPORTED VODKAS,370,PERNOD RICARD USA/AUSTIN NICHOLS,34004,ABSOLUT SWEDISH VODKA 80 PRF,24,375,6.49,9.74,5,48.7,1.88,0.5
S32093900021,2016-05-03,4384,KUM & GO #2093 / ADEL,409 NILE KINNICK DR,ADEL,50003,25,DALLAS,1032080.0,IMPORTED VODKAS,35,"BACARDI U.S.A., INC.",34423,GREY GOOSE VODKA,12,375,9.0,13.5,5,67.5,1.88,0.5
S15289900011,2013-10-22,3778,FAMILY PANTRY,4538 LOWER BEAVER RD,DES MOINES,50310,77,POLK,1032080.0,IMPORTED VODKAS,35,"BACARDI U.S.A., INC.",34423,GREY GOOSE VODKA,12,375,8.48,12.72,5,63.6,1.88,0.5
INV-00702000028,2016-10-04,4637,KWIK SHOP #560 / CEDAR RAPIDS,3301 J ST,CEDAR RAPIDS,52404,57,LINN,1032000.0,IMPORTED VODKAS,115.0,CONSTELLATION BRANDS INC,34817,SVEDKA,12,375,4.75,7.13,5,35.65,1.88,0.5
INV-12164800022,2018-05-18,4866,TOBACCO HUT #18 / COUNCIL BLUFFS,429 VETERANS MEMORIAL,COUNCIL BLUFFS,51501,78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,5,12.85,1.88,0.5
S04013200084,2012-02-09,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR,480 7TH AVE,MARION,52302,57,LINN,1031080.0,VODKA 80 PROOF,297,LAIRD AND COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.84,2.75,5,13.75,1.88,0.5
S12593200014,2013-06-04,3778,FAMILY PANTRY,4538 LOWER BEAVER RD,DES MOINES,50310,77,POLK,1031080.0,VODKA 80 PROOF,297,LAIRD AND COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.89,5,14.45,1.88,0.5
S27616000013,2015-08-31,4874,Z'S QUICKBREAK,"201, E WASHINGTON ST",MOUNT PLEASANT,52641,44,HENRY,1031080.0,VODKA 80 PROOF,297,LAIRD AND COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,5,14.5,1.88,0.5
S05064400029,2012-04-16,2575,HY-VEE FOOD STORE #1 / WATERLOO,2834 ANSBOROUGH AVE,WATERLOO,50702,7,BLACK HAWK,1031080.0,VODKA 80 PROOF,297,LAIRD AND COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.84,2.75,5,13.75,1.88,0.5
S21395300084,2014-09-25,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,7,BLACK HAWK,1031080.0,VODKA 80 PROOF,297,LAIRD AND COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,5,14.5,1.88,0.5
INV-12904500025,2018-06-26,3705,LIQUOR LOCKER,507 1ST AVE #100,ROCK RAPIDS,51246,60,LYON,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,5,14.5,1.88,0.5
S04186100165,2012-02-21,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003,31,DUBUQUE,1031080.0,VODKA 80 PROOF,55,SAZERAC NORTH AMERICA,35944,FLEISCHMANN'S ROYAL VODKA,24,375,1.74,2.6,5,13.0,1.88,0.5
S14252500018,2013-09-03,4303,MEPO FOODS,111 N WAPELLO,MEDIAPOLIS,52637,29,DES MOINES,1031080.0,VODKA 80 PROOF,55,SAZERAC NORTH AMERICA,35944,FLEISCHMANN'S ROYAL VODKA,24,375,1.74,2.6,5,13.0,1.88,0.5
S28791600028,2015-11-02,3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,22,CLAYTON,1031080.0,VODKA 80 PROOF,55,SAZERAC NORTH AMERICA,35944,FLEISCHMANN'S ROYAL VODKA,24,375,1.74,2.61,5,13.05,1.88,0.5
S25189300015,2015-04-21,4362,KUM & GO #135 / POLK CITY,303 W BROADWAY ST,POLK CITY,50226,77,POLK,1031080.0,VODKA 80 PROOF,434,LUXCO-ST LOUIS,36304,HAWKEYE VODKA,24,375,2.07,3.11,5,15.55,1.88,0.5
S07127800020,2012-08-16,4449,KUM & GO #121 / URBANDALE,12041 DOUGLAS PKWY,URBANDALE,50322,77,POLK,1031080.0,VODKA 80 PROOF,434,LUXCO-ST LOUIS,36304,HAWKEYE VODKA,24,375,2.06,3.09,5,15.45,1.88,0.5
INV-11107600029,2018-03-26,4467,KUM & GO #438 / MUSCATINE,1429 PARK AVE,MUSCATINE,52761,70,MUSCATINE,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,5,13.95,1.88,0.5
S31878500013,2016-04-19,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503,78,POTTAWATTAMIE,1031080.0,VODKA 80 PROOF,434,LUXCO-ST LOUIS,36304,HAWKEYE VODKA,24,375,1.86,2.79,5,13.95,1.88,0.5
S30579800009,2016-02-04,5169,AV SUPERSTOP,"5120, NE 14TH STREET",DES MOINES,50313,77,POLK,1031080.0,VODKA 80 PROOF,434,LUXCO-ST LOUIS,36304,HAWKEYE VODKA,24,375,1.86,2.79,5,13.95,1.88,0.5
INV-06409300006,2017-08-01,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,25,DALLAS,1032100.0,IMPORTED VODKAS,115,CONSTELLATION BRANDS INC,36482,SVEDKA VODKA,24,375,5.0,7.5,5,37.5,1.88,0.5
S15911800020,2013-11-23,4458,QUIK TRIP #568 / JOHNSTON,5169 MERLE HAY RD,JOHNSTON,50131,77,POLK,1031080.0,VODKA 80 PROOF,300,MCCORMICK DISTILLING COMPANY,36904,MCCORMICK VODKA PET,24,375,1.8,2.69,5,13.45,1.88,0.5
S21387100024,2014-09-25,4345,LUCKY MART,1031 WEST ST,GRINNELL,50112,79,POWESHIEK,1031080.0,VODKA 80 PROOF,300,MCCORMICK DISTILLING COMPANY,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,5,13.5,1.88,0.5
S07030500026,2012-08-09,4345,LUCKY MART,1031 WEST ST,GRINNELL,50112,79,POWESHIEK,1031080.0,VODKA 80 PROOF,300,MCCORMICK DISTILLING COMPANY,36904,MCCORMICK VODKA PET,24,375,1.76,2.63,5,13.15,1.88,0.5
S21395700016,2014-09-23,3650,"SPIRITS, STOGIES AND STUFF",118 SOUTH MAIN ST.,HOLSTEIN,51025,47,IDA,1031080.0,VODKA 80 PROOF,300,MCCORMICK DISTILLING COMPANY,36904,MCCORMICK VODKA PET,24,375,1.8,2.7,5,13.5,1.88,0.5
INV-09241700089,2017-12-14,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,77,POLK,1031100.0,AMERICAN VODKAS,205,E & J GALLO WINERY,36968,NEW AMSTERDAM VODKA,24,375,3.5,5.25,5,26.25,1.88,0.5
S25490300157,2015-05-06,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103,97,WOODBURY,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36968,NEW AMSTERDAM VODKA,24,375,3.5,5.25,5,26.25,1.88,0.5
S12487700020,2013-05-31,4478,U S GAS,"3000, SW 9TH ST",DES MOINES,50315,77,POLK,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36968,NEW AMSTERDAM VODKA,24,375,3.4,5.1,5,25.5,1.88,0.5
S27203100019,2015-08-06,4987,ALMOST ALWAYS OPEN,419 LINCOLN WAY,AMES,50010,85,STORY,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36968,NEW AMSTERDAM VODKA,24,375,3.5,5.25,5,26.25,1.88,0.5
S26147100036,2015-06-11,5038,JIM'S FOOD,437 SULLIVAN AVE,WATERLOO,50701,7,BLACK HAWK,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36968,NEW AMSTERDAM VODKA,24,375,3.5,5.25,5,26.25,1.88,0.5
S30288200050,2016-01-20,5172,UPTOWN LIQUOR & TOBACCO,2000 WILLEY BLVD SW,CEDAR RAPIDS,52404,57,LINN,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36968,NEW AMSTERDAM VODKA,24,375,3.5,5.25,5,26.25,1.88,0.5
S28684600033,2015-10-26,3917,SMOKIN' JOE'S #2 TOBACCO AND LIQUOR,1606 W LOCUST ST,DAVENPORT,52804,82,SCOTT,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36968,NEW AMSTERDAM VODKA,24,375,3.5,5.25,5,26.25,1.88,0.5
S32809400009,2016-06-13,5089,MOS MINI MART,"614, E ERIE ST",MISSOURI VALLEY,51555,43,HARRISON,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36968,NEW AMSTERDAM VODKA,24,375,3.5,5.25,5,26.25,1.88,0.5
S30821700082,2016-02-18,2595,HY-VEE WINE AND SPIRITS / DENISON,"1620  4TH AVE, SOUTH",DENISON,51442,24,CRAWFORD,1031080.0,VODKA 80 PROOF,421,"SAZERAC CO., INC.",36974,NIKOLAI VODKA,24,375,1.71,2.57,5,12.85,1.88,0.5
S04110400045,2012-02-15,4273,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR,2800 E UNIVERSITY AVE,DES MOINES,50317,77,POLK,1031080.0,VODKA 80 PROOF,421,"SAZERAC CO., INC.",36974,NIKOLAI VODKA,24,375,1.71,2.56,5,12.8,1.88,0.5
S13139300077,2013-07-02,4511,SUPER QUICK / SE 30 DM,303 SE 30TH ST,DES MOINES,50317,77,POLK,1031080.0,VODKA 80 PROOF,421,"SAZERAC CO., INC.",36974,NIKOLAI VODKA,24,375,1.71,2.56,5,12.8,1.88,0.5
S20787100067,2014-08-21,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,77,POLK,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37414,POPOV VODKA 80 PRF,24,375,3.0,4.5,5,22.5,1.88,0.5
S06634500019,2012-07-18,3906,CIGARETTE OUTLET #17 / BURLINGTON,412 N ROOSEVELT ST,BURLINGTON,52601,29,DES MOINES,1031080.0,VODKA 80 PROOF,55,SAZERAC NORTH AMERICA,37934,SKOL VODKA,24,375,1.74,2.6,5,13.0,1.88,0.5
S10352400016,2013-01-31,3912,SMOKIN' JOE'S #14 TOBACCO AND LIQUOR,225 EDGEWOOD RD,CEDAR RAPIDS,52405,57,LINN,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37994,SMIRNOFF VODKA 80 PRF,24,375,4.5,6.75,5,33.75,1.88,0.5
S17912700041,2014-03-17,4222,STATION MART LIQUOR AND TOBBACCO,3594 LAFAYETTE ST,EVANSDALE,50707,7,BLACK HAWK,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37994,SMIRNOFF VODKA 80 PRF,24,375,4.75,7.13,5,35.65,1.88,0.5
INV-08501000015,2017-11-07,4450,KUM & GO #157 / URBANDALE,4585 156TH ST,URBANDALE,50323,77,POLK,1031100.0,AMERICAN VODKAS,260,DIAGEO AMERICAS,37994,SMIRNOFF 80PRF,24,375,4.75,7.13,5,35.65,1.88,0.5
S23796100022,2015-02-02,4624,KWIK SHOP #568 / HIAWATHA,300 E BLAIRS FERRY RD,HIAWATHA,52233,57,LINN,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37994,SMIRNOFF VODKA 80 PRF,24,375,4.75,7.13,5,35.65,1.88,0.5
S04794000066,2012-03-28,2595,HY-VEE WINE AND SPIRITS / DENISON,"1620  4TH AVE, SOUTH",DENISON,51442,24,CRAWFORD,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37994,SMIRNOFF VODKA 80 PRF,24,375,4.5,6.75,5,33.75,1.88,0.5
S18854400048,2014-05-08,4889,FAST TRIP / DES MOINES,1516 SE  1ST ST,DES MOINES,50315,77,POLK,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37994,SMIRNOFF VODKA 80 PRF,24,375,4.75,7.13,5,35.65,1.88,0.5
INV-04742600056,2017-05-04,2582,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,17,CERRO GORDO,1031100.0,AMERICAN VODKAS,260,DIAGEO AMERICAS,37994,SMIRNOFF 80PRF,24,375,4.75,7.13,5,35.65,1.88,0.5
S06864400145,2012-07-31,3390,OKOBOJI AVENUE LIQUOR,1610 OKOBOJI AVENUE,MILFORD,51351,30,DICKINSON,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37994,SMIRNOFF VODKA 80 PRF,24,375,4.5,6.75,5,33.75,1.88,0.5
S04221200048,2012-02-22,4614,URBAN LIQUOR,6401 DOUGLAS AVE STE 1,URBANDALE,50322,77,POLK,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37994,SMIRNOFF VODKA 80 PRF,24,375,4.5,6.75,5,33.75,1.88,0.5
INV-05755100010,2017-06-27,4853,KUM & GO #62 / JOHNSTON,6130 NW 86TH ST,JOHNSTON,50131.0,77,POLK,1031100.0,AMERICAN VODKAS,260,DIAGEO AMERICAS,37994,SMIRNOFF 80PRF,24,375,4.75,7.13,5,35.65,1.88,0.5
S28043200018,2015-09-22,5021,KUM & GO #608 / OKOBOJI,1001 SANBORN AVE,OKOBOJI,51355,30,DICKINSON,1031080.0,VODKA 80 PROOF,260,DIAGEO AMERICAS,37994,SMIRNOFF VODKA 80 PRF,24,375,4.75,7.13,5,35.65,1.88,0.5
INV-08077400103,2017-10-18,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,23,CLINTON,1031100.0,AMERICAN VODKAS,260,DIAGEO AMERICAS,37994,SMIRNOFF 80PRF,24,375,4.75,7.13,5,35.65,1.88,0.5
INV-09065600066,2017-12-06,5172,UPTOWN LIQUOR & TOBACCO,2000 WILLEY BLVD SW,CEDAR RAPIDS,52404,57,LINN,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40070,NEW AMSTERDAM MANGO,24,375,3.5,5.25,5,26.25,1.88,0.5
INV-01800500027,2016-11-28,3917,SMOKIN' JOE'S #2 TOBACCO AND LIQUOR OUTLET,1606 W LOCUST ST,DAVENPORT,52804,82,SCOTT,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40593,NEW AMSTERDAM PEACH,24,375,3.5,5.25,5,26.25,1.88,0.5
S24115300048,2015-02-18,4979,SAM LIQUOR,1500 1ST AVE NE,CEDAR RAPIDS,52402,57,LINN,1031200.0,VODKA FLAVORED,205,E AND J GALLO WINERY,40593,NEW AMSTERDAM PEACH,24,375,3.5,5.25,5,26.25,1.88,0.5
INV-03082500024,2017-02-03,3963,TOBACCO HUT #14 / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501,78,POTTAWATTAMIE,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40593,NEW AMSTERDAM PEACH,24,375,3.5,5.25,5,26.25,1.88,0.5
INV-09390500022,2017-12-21,4603,KUM & GO #208 / SE 14TH DM,3200 SE 14TH ST,DES MOINES,50320,77,POLK,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40593,NEW AMSTERDAM PEACH,24,375,3.5,5.25,5,26.25,1.88,0.5
INV-07195600047,2017-09-12,3912,SMOKIN' JOE'S #14 TOBACCO AND LIQUOR OUTLET,225 EDGEWOOD RD,CEDAR RAPIDS,52405.0,57,LINN,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40593,NEW AMSTERDAM PEACH,24,375,3.5,5.25,5,26.25,1.88,0.5
INV-12873800025,2018-06-26,4596,QUIK TRIP #534 / E UNIVERSITY DM,2945 E UNIVERSITY,DES MOINES,50317,77,POLK,1031200.0,AMERICAN FLAVORED VODKA,205.0,E & J GALLO WINERY,40598,NEW AMSTERDAM RED BERRY,24,375,3.5,5.25,5,26.25,1.88,0.5
INV-02502900030,2017-01-03,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,57,LINN,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40598,NEW AMSTERDAM RED BERRY,24,375,3.5,5.25,5,26.25,1.88,0.5
S27167900061,2015-08-05,3896,SMOKIN' JOE'S #18 TOBACCO AND LIQUOR,1901 BROADWAY ST,IOWA CITY,52240,52,JOHNSON,1031200.0,VODKA FLAVORED,205,E AND J GALLO WINERY,40598,NEW AMSTERDAM RED BERRY,24,375,3.5,5.25,5,26.25,1.88,0.5
INV-02109700026,2016-12-13,4361,QUIK TRIP #538 / NW 2ND / DSM,4575 NW 2ND,DES MOINES,50313,77,POLK,1031200.0,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40598,NEW AMSTERDAM RED BERRY,24,375,3.5,5.25,5,26.25,1.88,0.5
S29907700031,2015-12-30,4595,QUIK TRIP #559 / FLEUR DR DM,4024 FLEUR DR,DES MOINES,50321,77,POLK,1031200.0,VODKA FLAVORED,380,PHILLIPS BEVERAGE COMPANY,41601,UV BLUE (RASPBERRY) VODKA,12,375,3.45,5.18,5,25.9,1.88,0.5
S13344900051,2013-07-15,3456,QUICK SHOP / CLEAR LAKE,904 N 8TH ST,CLEAR LAKE,50428,17,CERRO GORDO,1062300.0,FLAVORED RUM,370,PERNOD RICARD USA/AUSTIN NICHOLS,42714,MALIBU COCONUT RUM,24,375,4.0,5.99,5,29.95,1.88,0.5
INV-12813800014,2018-06-21,5565,CASEY'S GENERAL STORE #2689 / ANKENY,1310 NW 18TH ST,ANKENY,50023,77,POLK,1062400.0,SPICED RUM,259.0,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED RUM,24,375,2.74,4.11,5,20.55,1.88,0.5
S25229100043,2015-04-22,3916,SMOKIN' JOE'S #5 TOBACCO AND LIQUOR,1115 ALBIA RD,OTTUMWA,52501,90,WAPELLO,1062310.0,SPICED RUM,259,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED RUM,24,375,2.74,4.11,5,20.55,1.88,0.5
S29028900033,2015-11-12,4900,KWIK STOP 4 / WATERLOO,515 BROADWAY ST,WATERLOO,50703,7,BLACK HAWK,1062310.0,SPICED RUM,259,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED RUM,24,375,2.74,4.11,5,20.55,1.88,0.5
S27318300166,2015-08-13,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,23,CLINTON,1062310.0,SPICED RUM,259,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED RUM,24,375,2.74,4.11,5,20.55,1.88,0.5
S10106500022,2013-01-17,3041,SHUGAR'S SUPER VALU / COLFAX,28 E HOWARD,COLFAX,50054,50,JASPER,1062310.0,SPICED RUM,259,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED RUM,24,375,2.74,4.11,5,20.55,1.88,0.5
S20641600093,2014-08-13,2635,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,82,SCOTT,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"BACARDI U.S.A., INC.",43034,BACARDI GOLD RUM,24,375,4.31,6.47,5,32.35,1.88,0.5
S24078400106,2015-02-17,2624,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002,31,DUBUQUE,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"BACARDI U.S.A., INC.",43034,BACARDI GOLD RUM,24,375,4.31,6.47,5,32.35,1.88,0.5
S13688300018,2013-08-01,4598,QUIK TRIP #501 / E EUCLID DM,2221 E EUCLID AVE,DES MOINES,50317,77,POLK,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"BACARDI U.S.A., INC.",43124,BACARDI SUPERIOR RUM,24,375,4.3,6.45,5,32.25,1.88,0.5
S16731700100,2014-01-08,2505,HY-VEE WINE AND SPIRITS / BOONE,1111  8TH ST,BOONE,50036,8,BOONE,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"BACARDI U.S.A., INC.",43124,BACARDI SUPERIOR RUM,24,375,4.31,6.47,5,32.35,1.88,0.5
S11958900021,2013-05-01,4545,FILL R UP,14151 WABASH AVE,COUNCIL BLUFFS,51503,78,POTTAWATTAMIE,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"BACARDI U.S.A., INC.",43124,BACARDI SUPERIOR RUM,24,375,4.3,6.45,5,32.25,1.88,0.5
S19088900017,2014-05-21,4356,KUM & GO #396 / NEVADA,136 LINCOLN HWY,NEVADA,50201,85,STORY,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"BACARDI U.S.A., INC.",43124,BACARDI SUPERIOR RUM,24,375,4.5,6.75,5,33.75,1.88,0.5
INV-13063000003,2018-07-05,4661,QUIK TRIP #531 / GRIMES,"1900, SE 37TH ST",GRIMES,50111,77,POLK,1062200.0,WHITE RUM,35.0,BACARDI USA INC,43124,BACARDI SUPERIOR RUM,24,375,4.5,6.75,5,33.75,1.88,0.5
S32752800186,2016-06-08,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,97,WOODBURY,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"BACARDI U.S.A., INC.",43124,BACARDI SUPERIOR RUM,24,375,4.5,6.75,5,33.75,1.88,0.5
S21305900050,2014-09-18,4214,NEW STAR LIQUOR / LAFAYET / WATERLOO,1309 LAFAYETTE ST,WATERLOO,50703,7,BLACK HAWK,1062300.0,FLAVORED RUM,35,"BACARDI U.S.A., INC.",43134,BACARDI LIMON,12,375,4.75,7.13,5,35.65,1.88,0.5
INV-13282500111,2018-07-17,5176,SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,455 EDGEWOOD RD NW,CEDAR RAPIDS,52405,57,LINN,1062500.0,FLAVORED RUM,35.0,BACARDI USA INC,43134,BACARDI LIMON,12,375,4.5,6.75,5,33.75,1.88,0.5
S09893200013,2013-01-08,4470,KUM & GO #211 / WATERLOO,1976 FRANKLIN ST,WATERLOO,50703,7,BLACK HAWK,1062310.0,SPICED RUM,260,DIAGEO AMERICAS,43334,CAPTAIN MORGAN SPICED RUM,24,375,4.5,6.74,5,33.7,1.88,0.5
S26073900082,2015-06-08,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,57,LINN,1062310.0,SPICED RUM,260,DIAGEO AMERICAS,43334,CAPTAIN MORGAN SPICED RUM,24,375,5.0,7.5,5,37.5,1.88,0.5
S18868300022,2014-05-08,3909,D AND S GROCERY,104 SE  A ST,MELCHER-DALLAS,50163,63,MARION,1062310.0,SPICED RUM,260,DIAGEO AMERICAS,43334,CAPTAIN MORGAN SPICED RUM,24,375,5.0,7.5,5,37.5,1.88,0.5
INV-09852000070,2018-01-17,2543,HY-VEE FOOD STORE #1 / OTTUMWA,,,,,,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43334,CAPTAIN MORGAN SPICED RUM,24,375,5.0,7.5,5,37.5,1.88,0.5
INV-12862500023,2018-06-25,5091,KUM & GO #1436 / MUSCATINE,416 CEDAR ST,MUSCATINE,52671,70,MUSCATINE,1062400.0,SPICED RUM,260.0,DIAGEO AMERICAS,43334,CAPTAIN MORGAN SPICED RUM,24,375,5.0,7.5,5,37.5,1.88,0.5
